bookID,authors,average_rating,language_code,text_reviews_count
7437,William S. Burroughs-James Grauerholz-Barry Miles,3.44,eng,2395
7438,William S. Burroughs-J.G. Ballard,3.44,eng,48
7439,William S. Burroughs,3.44,eng,62
7442,Tom Wolfe,3.92,eng,1480
7444,Tom Wolfe,3.97,eng,13
7445,Jeannette Walls,4.26,eng,44620
7446,Jeannette Walls,4.26,eng,40
7447,Jeannette Walls,4.26,eng,84
7453,Lauren  Levin-Lauren Blitzer-Sam Bassett,3.58,en-US,36
7454,Amy Sohn-Sarah Jessica Parker,4.0,en-US,7
7477,Sebastian Faulks,3.63,en-US,12
7482,Sebastian Faulks,3.63,eng,268
7488,Rosalind Wiseman-Lee Adams,3.79,eng,0
7493,Joseph J. Ellis,3.92,eng,1575
7494,James Patterson,4.16,eng,4174
7501,Daniel Jonah Goldhagen,3.68,en-GB,6
7503,Daniel Jonah Goldhagen,3.68,ger,0
7505,Luanne Rice,4.06,en-US,229
7510,James Patterson-Peter de Jonge,3.84,eng,1629
7512,Mary Alice Monroe,4.2,eng,943
7515,James Patterson-Peter de Jonge,3.84,eng,58
7520,Brad Thor,4.17,eng,465
7524,Patricia D. Netzley,3.6,eng,1
7526,Michael   Lewis,4.18,en-US,1943
7529,Laurie Notaro,3.97,en-US,591
7530,Laurie Notaro,3.98,en-US,451
7531,Laurie Notaro,3.88,en-GB,1118
7532,Laurie Notaro,3.85,en-US,269
7533,Laurie Notaro,3.92,eng,439
7534,Laurie Notaro,3.55,eng,8
7536,Laurie Notaro,3.88,ger,1
7543,Denis Waitley,4.2,eng,55
7546,Cesar Millan-Melissa Jo Peltier,3.74,eng,943
7549,Chris Ware,4.09,spa,1
7550,Chris Ware,4.09,fre,1
7551,Chris Ware,4.35,eng,22
7552,Chris Ware,4.34,en-US,72
7554,Chris Ware,4.17,eng,22
7556,Chris Ware,4.09,en-US,32
7559,Voltaire-Chris Ware-Theo Cuffe-Michael  Wood,3.76,eng,188
7572,Tom Robbins,3.75,eng,1464
7573,Tom Robbins,3.75,eng,52
7577,Gus Van Sant-Tom Robbins,3.79,eng,2
7579,Lama Surya Das,4.2,en-US,282
7580,Shirin Ebadi,4.13,eng,253
7581,Mark Nepo,4.32,eng,272
7582,Mona Lisa Schulz-Christiane Northrup,3.92,eng,31
7584,Charles R. Swindoll,4.33,eng,58
7585,Frank Wedekind-Eric Bentley,3.81,eng,134
7586,Kathleen A. Brehony,3.99,en-US,8
7588,James Joyce-Seamus Deane,3.61,eng,3352
7590,James Joyce-Walter Hettche-Hans Walter Gabler-John Paul Riquelme-John Mitchel-Michael Davitt-Canon  Doyle-Pádraic Pearse-Ignatius of Loyola-Giovanni Pietro Pinamont-Walter Pater-Oscar Wilde-Douglas Hyde-Kenneth Burke-Umberto Eco-Hugh Kenner-Hélène Cixous-Karen Lawrence-Maud Ellmann-Bonnie Kime Scott-Joseph Valente-Marian Eide-Pericles Lewis-Jonathan Mulrooney-J.M. Synge,3.61,eng,37
7591,James Joyce-Jim Norton,3.61,eng,8
7592,James Joyce-Langdon Hammer,3.61,eng,47
7594,Joseph Heller,3.22,eng,70
7596,Jan Greenberg-Sandra Jordan,3.95,eng,35
7598,Gabriel García Márquez-Brenda K. Marshall-F. Murray Abraham,4.11,eng,2
7599,Gabriel García Márquez-Gregory Rabassa,4.06,eng,201
7600,Gabriel García Márquez,4.06,eng,49
7602,Gabriel García Márquez-Gregory Rabassa,4.06,eng,112
7603,Azar Nafisi,3.6,eng,6444
7605,Vladimir Nabokov,3.89,en-US,63
7606,Vladimir Nabokov-Alfred Appel,3.89,eng,363
7607,Vladimir Nabokov,3.89,eng,171
7608,Vladimir Nabokov-Jeremy Irons,3.89,eng,232
7609,Pam Muñoz Ryan-Claudia Rueda,3.96,eng,4
7610,Azar Nafisi,3.6,eng,57
7611,Lolita Files,3.79,eng,27
7612,John Steinbeck,3.86,eng,309
7613,George Orwell,3.91,eng,29469
7615,Phoebe Dunn,3.77,eng,4
7619,Madeleine L'Engle-Peter Sís,4.35,eng,168
7624,William Golding,3.67,eng,24622
7627,William Golding-Mark Kinkead-Weekes-Ian Gregor,3.67,eng,132
7630,Jaroslav Hašek-Zenny K. Sadlon,4.11,eng,1
7633,Jaroslav Hašek,4.11,eng,9
7637,Ford Madox Ford-Frank Kermode,3.72,eng,33
7656,Ray Bradbury,3.98,eng,613
7661,Michael Crichton,3.49,eng,2454
7662,Michael Crichton,4.06,eng,30
7663,Jeffery Hudson-Michael Crichton,3.7,eng,606
7664,Michael Crichton,3.99,eng,27
7665,Michael Crichton,3.95,eng,493
7667,Michael Crichton,3.7,eng,1348
7668,Michael Crichton,3.63,eng,690
7669,Michael Crichton,3.84,eng,3258
7670,Michael Crichton,3.89,eng,2571
7672,Michael Crichton,3.58,eng,1468
7673,Michael Crichton,3.66,eng,1054
7674,Michael Crichton-Stephen Lang-Anthony Heald-Blair Brown,4.16,en-GB,7
7677,Michael Crichton,4.01,spa,3617
7679,Michael Crichton,3.36,eng,549
7681,Michael Crichton,3.48,eng,92
7682,Michael Crichton,3.85,eng,865
7684,Michael Crichton-Anne-Marie Martin,3.63,eng,1
7685,Robert Crichton,4.13,eng,60
7687,J.M. Barrie-Peter Hollindale,3.99,eng,20
7688,David H. Maister,4.11,en-US,2
7694,Kenneth C. Laudon-Jane P. Laudon,3.54,en-US,18
7695,Annie Dillard,4.22,eng,317
7697,Elaine Sciolino,3.82,eng,52
7700,George Bernard Shaw-Sandie Byrne,3.94,eng,6
7703,George Bernard Shaw-Stanley Weintraub,4.0,eng,2
7707,George Bernard Shaw-Alan Jay Lerner,4.25,eng,58
7708,George Bernard Shaw,3.55,eng,5
7714,George Bernard Shaw,3.9,eng,1523
7716,George Bernard Shaw-Dan H. Laurence-W.J. McCormack,3.92,eng,9
7717,Peter Kuper-Franz Kafka-Kerstin Hasenpusch,3.77,eng,21
7718,Franz Kafka-Peter Kuper-Kerstin Hasenpusch,3.77,eng,288
7721,Franz Kafka-Stanley Corngold,3.8,eng,50
7723,Franz Kafka-Jason Baker-Donna Freed,4.03,eng,745
7724,Franz Kafka-Stanley Appelbaum,4.03,eng,122
7727,Jean Anouilh,3.81,fre,12
7728,Sophocles-J.E. Thomas,3.63,eng,1705
7731,Judith Butler,3.76,en-US,20
7733,Jonathan Swift-Robert DeMaria Jr.,3.56,eng,3273
7734,Jonathan Swift-Claude Julien Rawson-Ian Higgins,3.56,eng,20
7737,Jonathan Swift-David Case,3.56,eng,1
7739,Gill Harvey-Jonathan Swift,3.34,eng,3
7740,Martin Woodside-Jamel Akib-Arthur Pober-Jonathan Swift,3.93,eng,23
7741,Jonathan Swift-Robert Hardy,3.56,eng,0
7742,Sena Jeter Naslund,4.03,eng,2333
7745,Hunter S. Thompson-Ralph Steadman,4.08,eng,4897
7746,Hunter S. Thompson-Ralph Steadman,4.21,eng,81
7747,Hunter S. Thompson-Ralph Steadman,4.08,eng,235
7748,Hunter S. Thompson,4.11,eng,638
7749,Hunter S. Thompson-Ralph Steadman,4.08,eng,27
7750,Hunter S. Thompson-Ralph Steadman,4.08,eng,37
7752,Hunter S. Thompson,4.07,eng,83
7757,James Lamar Roberts-Jeffrey Fisher,3.67,eng,0
7763,Amy Tan,3.91,eng,6807
7767,Clare West-Amy Tan,4.3,eng,7
7769,Dr. Seuss,4.08,eng,736
7772,Dr. Seuss,4.17,eng,337
7775,Dr. Seuss,4.12,eng,250
7777,Dr. Seuss,4.07,eng,242
7778,Dr. Seuss,4.16,eng,4
7779,Dr. Seuss,4.17,eng,1145
7781,Dr. Seuss,4.04,eng,306
7783,Dr. Seuss,4.01,eng,157
7784,Dr. Seuss,4.35,eng,3368
7785,Dr. Seuss,4.2,eng,423
7786,Dr. Seuss-Yanitzia Canetti,4.17,spa,4
7788,Dr. Seuss-Various,4.41,eng,151
7789,Dr. Seuss,3.86,eng,130
7791,Richard H. Minear-Art Spiegelman-Dr. Seuss,4.18,eng,94
7793,Dr. Seuss,4.08,eng,0
7796,Dr. Seuss-Jennifer Morrish Tunberg-Terence Tunberg-Terence O. Tunberg-Guenevera Tunberg-Terentio Tunberg,4.16,lat,10
7797,Theo LeSieg-Dr. Seuss-Roy McKie,4.12,eng,455
7803,Julia Butterfly Hill,3.94,eng,219
7805,Vladimir Nabokov,4.17,eng,1483
7806,Brian Boyd,4.22,eng,24
7807,Vladimir Nabokov-Brian Boyd,4.41,eng,40
7811,T. Coraghessan Boyle,3.67,eng,2
7815,Joan Didion,3.88,eng,8270
7816,Joan Didion,4.22,eng,21
7817,Joan Didion,4.17,eng,8
7821,Elizabeth Hardwick-Joan Didion,4.06,eng,23
7828,Joan Didion,4.22,eng,21
7830,Joan Didion,3.82,eng,92
7841,Jim Toomey,4.34,eng,1
7842,Scott Adams,3.99,eng,10
7845,Herman Melville,3.49,eng,76
7847,Herman Melville-Nathaniel Philbrick,3.49,en-US,167
7848,Herman Melville-Rockwell Kent-Elizabeth Hardwick,3.49,eng,88
7849,Herman Melville-Harrison Hayford-Hershel Parker,3.49,en-US,17
7850,Aimee Bender,3.88,eng,660
7855,Mike  Davis,3.91,eng,171
7859,Mike  Davis,4.1,eng,97
7861,Justin Akers Chacón-Mike  Davis,4.07,eng,21
7864,Steve Erickson,3.99,eng,3
7865,Steve Erickson,3.99,eng,44
7869,Robert Ludlum,4.0,eng,3437
7881,Rumer Godden-Jean Primrose,4.22,eng,1
7885,Laura Ingalls Wilder-Garth Williams,4.2,en-US,16
7890,Maud Hart Lovelace-Vera Neville,4.31,en-US,146
7891,Maud Hart Lovelace-Vera Neville,4.13,eng,143
7894,Maud Hart Lovelace-Lois Lenski,4.17,en-US,179
7895,Julie A. Schrader,4.29,en-US,7
7896,Maud Hart Lovelace-Rhoda R. Gilman,3.66,eng,29
7898,Maud Hart Lovelace-Vera Neville,4.31,eng,111
7899,Maud Hart Lovelace-Lois Lenski,4.55,en-US,52
7900,Amy Dolnick,3.9,eng,3
7901,Maud Hart Lovelace-Vera Neville,4.17,en-US,118
7905,Maud Hart Lovelace-Lois Lenski,4.21,eng,6
7906,Maud Hart Lovelace-Vera Neville,4.23,eng,138
7907,Maud Hart Lovelace-Vera Neville,4.29,eng,194
7909,Maud Hart Lovelace-Lois Lenski,4.07,en-US,892
7911,Margaret Sidney,4.03,eng,385
7914,Margaret Sidney-Barbara Cooney,3.91,eng,7
7924,Sydney Taylor,4.28,eng,61
7926,Sydney Taylor,4.22,eng,789
7934,Carol Ryrie Brink,4.04,eng,39
7938,Carol Ryrie Brink,4.15,eng,31
7941,Carolyn Haywood,4.05,eng,20
7945,Carolyn Haywood,4.0,eng,3
7946,Carolyn Haywood,4.08,eng,2
7955,Orson Scott Card,3.43,en-US,746
7956,Orson Scott Card,3.9,eng,333
7957,Orson Scott Card,3.83,eng,485
7958,Orson Scott Card,3.88,eng,989
7959,Orson Scott Card,3.85,en-GB,506
7960,Orson Scott Card,3.9,eng,66
7961,Orson Scott Card,3.53,eng,263
7962,Orson Scott Card,3.7,en-US,164
7965,Orson Scott Card,3.39,eng,165
7966,Orson Scott Card,3.84,eng,615
7967,Orson Scott Card,4.06,eng,6426
7968,Orson Scott Card,3.79,en-US,415
7971,Orson Scott Card,3.58,eng,164
7972,Orson Scott Card-David Birney-Scott Brick-Gabrielle de Cuir-Scott Sowers,3.94,eng,18
7973,Orson Scott Card,3.9,eng,2164
7974,Brian Jacques-David Elliot,4.13,en-US,67
7975,Brian Jacques-David Elliot,4.12,en-US,13
7983,Brian Jacques-Gary Chalk,4.06,en-US,238
7987,Brian Jacques,4.0,eng,145
7996,Brian Jacques,4.13,eng,2487
7997,Brian Jacques-Ian Schoenherr,3.99,eng,249
7998,Brian Jacques,3.92,en-US,187
8001,Brian Jacques-Allan Curless,3.98,eng,115
8004,Brian Jacques-Christopher Denise,4.13,en-US,41
8012,Roger Hargreaves,3.94,eng,27
8013,Roger Hargreaves-Adam Hargreaves,3.64,eng,17
8014,Roger Hargreaves,4.03,eng,70
8016,Roger Hargreaves-Adam Hargreaves,3.89,eng,12
8019,Roger Hargreaves-Adam Hargreaves,4.0,eng,11
8020,Roger Hargreaves-Adam Hargreaves,3.73,eng,13
8032,Roger Hargreaves-Adam Hargreaves,3.82,eng,11
8044,Roger Hargreaves-Gray Jolliffe,4.12,eng,0
8048,Roger Hargreaves-Gray Jolliffe,4.67,eng,0
8051,Roger Hargreaves-Gray Jolliffe,4.5,eng,0
8053,Roger Hargreaves-Gray Jolliffe,4.33,eng,0
8060,Roger Hargreaves,3.75,fre,0
8062,Margery Clark-Maud Petersham-Miska Petersham,4.4,eng,9
8065,Judi Barrett-Ron Barrett-Linda Terheyden-Jerry Terheyden,4.16,eng,1
8067,Judi Barrett-Ron Barrett-Linda Terheyden-Jerry Terheyden,4.16,en-US,0
8069,Judi Barrett-Ron Barrett,3.7,eng,1
8073,Judi Barrett-Ron Barrett,4.16,eng,1948
8074,Judi Barrett-Diane Dawson Hearn,3.8,eng,1
8077,Judi Barrett-Ron Barrett,4.1,eng,0
8084,Robin McKinley,4.05,eng,481
8086,Robin McKinley,4.39,eng,11
8087,Robin McKinley,3.89,en-US,965
8088,Robin McKinley,3.85,en-US,3414
8089,Robin McKinley,3.77,eng,959
8091,Robin McKinley,3.68,eng,409
8092,Robin McKinley,4.23,eng,35
8093,Robin McKinley-John Clapp,3.35,eng,77
8127,L.M. Montgomery,4.24,eng,12837
8134,L.M. Montgomery-Barbara Caruso,4.24,en-US,17
8137,L.M. Montgomery,3.81,eng,107
8141,L.M. Montgomery-Clare Sieffert,4.22,eng,12
8146,Vladimir Nabokov,4.3,eng,177
8147,Vladimir Nabokov-Michael Scammell-Dmitri Nabokov,4.0,eng,104
8148,Vladimir Nabokov-Fredson Bowers-John Updike,4.33,eng,81
8149,Vladimir Nabokov-Brian Boyd,4.38,eng,9
8150,Brian Boyd,4.31,eng,22
8151,Vladimir Nabokov,3.96,eng,442
8153,Vladimir Nabokov-Michael Scammell,3.95,eng,259
8154,Vladimir Nabokov-Dmitri Nabokov,3.81,eng,136
8155,Barbara Taylor Bradford,4.17,eng,552
8162,Barbara Taylor Bradford,3.61,en-US,100
8172,Mark Waid-Alfred Gough-Miles Millar-Dave McCaig-Gerry Alanguilan-Leinil Francis Yu,4.13,eng,388
8174,Jeanne Treat-Jane Starr Weils,3.63,eng,26
8178,Richard A. Knaak,3.74,eng,65
8183,Joseph Amiel,3.86,eng,2
8185,Joseph Amiel,3.59,eng,0
8196,William   Anderson-Laura Ingalls Wilder,4.3,eng,48
8197,Laura Ingalls Wilder-Stephen W. Hines,3.95,eng,10
8199,Laura Ingalls Wilder-Stephen W. Hines,3.84,eng,9
8200,Laura Ingalls Wilder,4.14,eng,50
8202,William   Anderson,4.2,eng,91
8203,Laura Ingalls Wilder-Roger Lea MacBride-Margot Patterson Doss,3.84,eng,115
8204,Laura Ingalls Wilder-William   Anderson,4.08,eng,18
8205,Laura Ingalls Wilder-Stephen W. Hines,3.89,eng,2
8206,Tim Freke-Peter Gandy,3.95,en-US,30
8213,Jean-Luc Marion-Stephen E. Lewis,4.04,eng,11
8214,Hans Jonas-Lawrence Vogel-Eleonore Jonas,4.23,eng,9
8218,Melissa Wiley-Renée Graef,4.14,eng,39
8221,Donald Zochert,4.11,en-GB,121
8227,Laura Ingalls Wilder-Renée Graef,4.28,eng,55
8230,Laura Ingalls Wilder-Renée Graef-Jody Wheeler,4.13,eng,23
8233,Laura Ingalls Wilder-Renée Graef,4.18,eng,30
8244,Cynthia Rylant-Jim LaMarche,4.04,eng,84
8246,Laura Ingalls Wilder-Richard  Hull,3.97,eng,17
8252,Laura Ingalls Wilder-Garth Williams,4.06,eng,1192
8253,Laura Ingalls Wilder-Garth Williams,4.18,eng,612
8254,Laura Ingalls Wilder-Renée Graef-Heather Henson,4.22,eng,7
8255,Carolyn Strom Collins-Christina Wyss Eriksson-Mary Collier,4.05,eng,6
8256,Laura Ingalls Wilder-Renée Graef,4.19,eng,69
8279,Laura Ingalls Wilder-Renée Graef,4.19,eng,0
8282,Laura Ingalls Wilder-Garth Williams,4.14,eng,982
8285,Laura Ingalls Wilder-Doris Ettlinger,4.13,eng,17
8290,Laura Ingalls Wilder-Renée Graef,4.17,eng,21
8296,Laura Ingalls Wilder-Garth Williams,3.88,eng,504
8298,Barbara M. Walker-Garth Williams,4.14,eng,88
8335,Rose Wilder Lane,3.96,en-US,31
8337,Laura Ingalls Wilder-Garth Williams,4.18,eng,3264
8340,William   Anderson,4.23,eng,33
8359,David Burnie,4.0,eng,2
8362,David Burnie-Don E. Wilson,4.52,eng,16
8370,Melody Malmberg-Walt Disney Company,4.33,eng,2
8373,Sergio Ramírez,3.69,spa,4
8417,David Burnie-Peter K. Chadwick,4.07,eng,0
8425,David Burnie,3.72,eng,6
8428,David Burnie,4.33,eng,0
8486,Jeanne DuPrau,3.27,eng,82
8489,Karen Armstrong,4.04,eng,180
8492,Frank E. Peretti,3.94,en-US,210
8494,Elizabeth Clare Prophet,4.12,en-GB,5
8495,Mary O'Neill-John Wallner,4.32,en-US,21
8499,Simone de Beauvoir-H.M. Parshley-Margaret Crosland,4.12,eng,6
8500,Simone de Beauvoir-H.M. Parshley,4.12,eng,26
8501,Mary Daly,3.81,eng,5
8506,R.B. Bernstein,3.99,eng,133
8508,Thomas Jefferson,3.82,eng,95
8510,Dennis Brindell Fradin-Nancy Harrison-John   O'Brien,4.06,eng,71
8515,Monty Roberts-Lucy Grealy-Lawrence Scanlan,4.11,en-US,203
8520,Dick Francis,3.86,eng,243
8522,Dick Francis,3.98,eng,87
8523,Dick Francis,3.92,eng,60
8525,Dick Francis,3.96,eng,121
8528,Dick Francis,3.94,eng,85
8529,Dick Francis,4.06,eng,119
8532,Dick Francis,3.99,eng,126
8533,Dick Francis,3.79,en-US,58
8536,Dick Francis,3.97,eng,77
8537,Dick Francis,4.02,eng,106
8538,Dick Francis,4.03,eng,123
8540,Dick Francis,3.87,eng,109
8541,Dick Francis,4.04,eng,132
8542,Dick Francis,3.89,eng,171
8544,Dick Francis,3.82,eng,55
8545,Dick Francis,3.91,eng,148
8546,Dick Francis,3.73,eng,84
8548,Dick Francis,3.96,eng,102
8551,Dick Francis,3.93,eng,85
8552,Dick Francis,4.03,eng,117
8557,Dick Francis,4.0,eng,123
8559,Dick Francis,3.94,en-US,3
8568,Dick Francis,4.05,eng,123
8570,Dick Francis,3.97,eng,0
8572,Dick Francis,4.04,eng,117
8574,Dick Francis,4.08,eng,132
8582,Dick Francis-John Welcome,3.78,eng,3
8583,Dick Francis,4.21,eng,0
8586,Dick Francis,4.05,eng,4
8598,Lynne Truss-Bonnie Timmons,4.14,eng,206
8600,Lynne Truss,3.87,eng,4007
8601,Lynne Truss,3.32,eng,30
8614,Ian Hemphill-Kate Hemphill,4.25,eng,15
8627,Patrick O'Brian,4.1,en-US,93
8628,Tom McGregor,3.96,eng,11
8630,Patrick O'Brian-Simon Vance,4.32,eng,78
8632,Karen Hawkins,3.8,eng,31
8643,Timothy D. Taylor,3.77,eng,0
8645,Timothy  Taylor,3.57,eng,90
8646,Mary Lawson,3.87,eng,1534
8647,Orson Scott Card,3.99,eng,808
8648,Orson Scott Card-Piotr W. Cholewa,3.79,eng,3038
8650,Michael Crichton,3.76,eng,2289
8656,John Dickson Carr-Daniel Stashower,4.02,eng,7
8660,Arthur Conan Doyle-Philip Gooden,3.92,eng,4
8661,Arthur Conan Doyle-Javier Gomez Rea,4.26,eng,4
8662,Arthur Conan Doyle,4.49,eng,6
8675,Tom Robbins,3.54,eng,262
8676,Anthony Robbins-Kenneth H. Blanchard-Jason Winters,4.22,eng,382
8677,Edward Klatt-Vinay Kumar,4.37,en-US,6
8680,Tom Robbins,4.03,en-US,1122
8682,Tom Robbins,4.24,eng,2662
8693,Lonely Planet-Anthony Ham-Mary Fitzpatrick-Matt Phillips-Tim Bewer-Jean-Bernard Carillet-Paul Clammer-Michael Grosberg-Katharina Lobeck-James Bainbridge,3.69,eng,1
8694,Douglas Adams,4.2,eng,2036
8698,Douglas Adams,4.09,eng,1391
8703,Douglas Adams-Martin  Freeman,4.22,eng,95
8704,Terry Jones-Marie-Catherine Caillava,3.6,fre,146
8705,Douglas Adams,4.18,eng,18
8706,Douglas Adams,4.22,eng,295
8709,Douglas Adams,4.4,eng,78
8710,Douglas Adams,4.32,eng,19
8712,Hélène Greven-Borde,4.2,fre,71
8713,Gore Vidal,3.71,eng,88
8714,Al Gore,3.76,eng,432
8715,Gore Vidal,4.0,en-US,88
8716,Gore Vidal,4.2,eng,414
8719,Gore Vidal,4.19,eng,298
8722,Gore Vidal,4.07,eng,480
8725,Ruth Reichl,4.03,eng,931
8726,Ruth Reichl,4.03,eng,2
8737,Nikos Kazantzakis-Peter A. Bien,4.16,eng,434
8738,Leslie Kelly,3.59,eng,4
8741,Val McDermid,4.0,eng,260
8742,Nikos Kazantzakis-Peter A. Bien,4.16,eng,13
8744,Waris Dirie-Jeanne D'Haem,3.83,en-GB,74
8745,Waris Dirie-Cathleen Miller,4.13,eng,692
8746,Waris Dirie-Corinna Milborn-Sheelagh Alabaster,3.71,en-US,26
8747,Waris Dirie,4.13,en-GB,35
8748,Waris Dirie,3.83,ger,1
8749,Waris Dirie-Cathleen Miller,4.13,ger,0
8750,Waris Dirie-Jeanne d' Haem,3.83,fre,0
8751,Henning Mankell,4.03,ger,11
8758,Joanna Strange,3.83,eng,9
8761,W.F. Deedes-Sue Ryan-Alex Garland-Tony Hawks-Andrew O'Hagan-Irvine Welsh-Giles Foden-Victoria Glendinning,3.19,eng,11
8763,Alex Garland,3.22,eng,28
8764,Alex Garland,3.93,ger,3
8765,Nora Ephron,3.68,eng,4423
8766,Susan  Jeffers,4.03,eng,53
8767,Jennifer Quasha-Deni Brown-Dawn Sirett,4.05,eng,2
8768,Jamie Lee Curtis-Laura Cornell,4.15,en-US,498
8770,Anne Millard,3.77,eng,5
8771,Nancy Cote-Cornelia Maude Spelman,3.99,eng,4
8773,Julie Aigner-Clark-Nadeem Zaidi,3.98,eng,7
8787,Corinne Hofmann-Peter Millar,3.43,eng,480
8790,Corinne Hofmann,3.31,ger,4
8797,Luis Sepúlveda-Chris Sheban-Margaret Sayers Peden,4.13,eng,205
8799,Dave Eggers-María Victoria Alonso Blanco,3.63,spa,1
8808,Thornton W. Burgess-Thea Kliros-Harrison Cady,4.13,eng,19
8809,Anthony Burgess,3.78,en-US,280
8810,Anthony Burgess-Blake Morrison,3.99,eng,497
8811,Anthony Burgess,3.99,en-GB,115
8812,Anthony Burgess,3.99,eng,69
8813,Anthony Burgess,3.99,ger,5
8814,Anthony Burgess,3.82,eng,2
8818,Anthony Burgess,3.82,eng,50
8820,Anthony Burgess,3.63,eng,38
8822,Anthony Burgess,4.15,eng,146
8826,Ben Elton,3.64,eng,352
8828,Ben Elton,3.77,eng,196
8829,Ben Elton,3.74,eng,199
8830,Ben Elton,3.49,eng,172
8834,Ben Elton,3.72,eng,67
8840,Stacy Schiff-Antoine de Saint-Exupéry,4.05,eng,24
8848,Antoine de Saint-Exupéry,4.3,fre,19
8852,William Shakespeare-Linda Alchin-Antoni Cimolino-Shelagh O'Brien,3.89,eng,7311
8853,William Shakespeare-Alan Durband,3.89,eng,18
8856,M.C. Beaton,3.78,eng,175
8857,M.C. Beaton,3.72,eng,691
8858,M.C. Beaton,3.82,en-US,190
8859,M.C. Beaton,3.83,eng,286
8860,Alex Went,3.55,en-US,2
8861,M.C. Beaton,3.8,eng,152
8862,James Shapiro,4.09,eng,239
8865,Celeste Davidson Mannis-John   O'Brien,4.02,eng,86
8866,Edgar Allan Poe,4.24,eng,2
8875,Pierre Boulle-Xan Fielding,3.93,en-US,14
8878,John Jakes-Paul Dehn,3.71,eng,9
8879,William T. Quick,3.55,eng,1
8880,Ian Edginton,2.62,eng,2
8881,William T. Quick,3.22,eng,2
8889,William Arrow,2.78,eng,2
8891,William Arrow,3.23,eng,1
8895,Ian Edginton,3.32,eng,1
8901,David Gerrold-John William Corrington-Joyce Hooper Corrington,3.67,eng,8
8907,Niall Ferguson,4.04,en-US,148
8908,Max Brooks,4.01,eng,20137
8909,H.G. Wells-Arthur C. Clarke,3.81,eng,4114
8910,Martin  Gilbert,4.19,eng,39
8911,Don Mccombs-Fred L. Worth,3.59,en-US,0
8915,James L. Stokesbury,3.93,eng,38
8916,H.G. Wells,4.13,eng,1
8917,H.G. Wells,3.84,eng,4
8919,H.G. Wells,3.63,eng,20
8921,Arthur Conan Doyle-Anne Perry-Maria Buitoni Duca-Sidney Paget,4.1,eng,4441
8922,Arthur Conan Doyle-David Timson,4.1,eng,20
8924,Arthur Conan Doyle-Pam Smy,4.1,eng,6
8927,Malvina G. Vogel-Arthur Conan Doyle,4.51,en-US,0
8930,Jamie Oliver-David Loftus-Chris Terry,4.0,eng,90
8931,Jamie Oliver-Marion Deuchars-David Loftus-Chris Terry,4.07,eng,49
8932,Jamie Oliver,3.89,eng,30
8946,Dave Morris-Oliver Johnson-Jamie Thomson,4.33,eng,0
8949,Darren Shan,4.22,eng,288
8951,Darren Shan,4.19,eng,344
8953,Rodman Philbrick,4.0,eng,3871
8954,Stefan Fatsis,3.82,eng,598
8960,Darren Shan,4.17,eng,573
8964,D.C. Talk-The Voice of the Martyrs,4.2,eng,263
8967,Darren Shan,4.25,eng,513
8969,Rebecca St. James-Mary E. DeMuth-Tracey Lawrence-Elizabeth Jusino,4.11,en-US,32
8976,D.C. Talk,4.05,eng,28
8978,Steve  Miller,4.06,eng,1
8988,Andre Duza,3.67,eng,7
8991,Sakurako Gokurakuin-Lindsey Johnston,3.57,eng,9
9005,Kate Bornstein-Sara Quin,4.03,eng,168
9006,David Rakoff,3.72,eng,744
9010,Tucker Max,3.51,eng,4137
9012,David Sedaris,3.93,eng,251
9013,Sławomir Rawicz,4.2,eng,1713
9014,Richard Bachman-Stephen King,4.11,eng,3970
9018,Nelson Mandela-Kofi Annan-Danny Glover,4.33,eng,13
9021,Nelson Mandela,4.35,eng,18
9022,Nelson Mandela,4.39,eng,14
9030,Erik Larson,3.99,eng,195
9031,Erik Larson,3.99,eng,35
9051,Marc Bloch-Peter Putnam-Joseph Reese Strayer,4.04,eng,66
9058,William Holdsworth,3.67,eng,1
9060,Richard Hofstadter,3.86,eng,4
9066,Edward Countryman,3.29,eng,2
9071,Elizabeth Kostova,3.78,spa,109
9072,Elizabeth Kostova-Paul Michael-Justine Eyre,3.78,eng,134
9073,Robert B. Baer,3.93,eng,254
9082,Peter Robinson,4.12,eng,333
9083,East Bay M. U. D. Staff-Nora Harlow-Jill M. Singleton-Barrie D. Coate-Kristine Sandoe,4.33,en-US,8
9099,Leah Bendavid-Val-National Geographic Society,4.25,eng,32
9106,J.D. Robb,4.38,en-US,9
9107,Jeff   Smith,3.38,eng,0
9118,Oscar Wilde-Michel Etienne-Daniel Mortier,4.07,fre,3
9119,Elizabeth  Gray,3.88,eng,1
9121,Oscar Wilde-Elizabeth  Gray,4.07,eng,2
9122,Oscar Wilde-Donald L. Lawler,4.07,eng,12
9124,Oscar Wilde-Michael Gillespie,4.07,en-US,50
9125,Oscar Wilde-Joseph Bristow,4.07,eng,75
9132,Usamah ibn Munqidh-Philip Khuri Hitti-Richard W. Bulliet,3.92,eng,6
9140,Gail Grant,4.37,eng,28
9141,Eliza Gaynor Minden,4.36,eng,42
9143,John         Green-Caroline Denzler,3.64,en-US,0
9144,Peter Martins-Paul Kolnik-Richard Corman-Howard  Kaplan,4.0,eng,11
9148,Barbara  Newman-Gill Tomblin-Darcey Bussell,4.09,eng,5
9149,Alexandra Moss-Veronica Bennett,4.06,eng,14
9151,Alexandra Moss,4.05,eng,4
9153,Jane Yolen,4.22,eng,0
